withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,sub,age,gender,handedness,
11,8,main,16,64,1.1670430000003762,['n'],1,right,['2'],5,0.6722598000005746,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
12,8,main,49,31,0.366493100000298,['n'],0,left,['3'],4,0.32694769999943674,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
13,8,main,23,57,0.3336789000004501,['n'],1,right,['3'],4,0.3011790000000474,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
14,8,main,57,23,0.5331111999994391,['n'],0,left,['3'],4,1.5479817000004914,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
15,8,main,23,57,0.06704940000054194,['n'],1,right,['3'],4,0.3743737999993755,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
16,8,main,16,64,0.3339378000000579,['n'],1,right,['2'],5,0.3143222999997306,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
17,8,main,31,49,0.21598660000017844,['n'],1,right,['2'],5,0.5971995999998398,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
18,8,main,31,49,0.249977299999955,['n'],1,right,['3'],4,0.5314948999994158,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
19,8,main,16,64,0.6169962000003579,['n'],1,right,['2'],5,0.46997639999972307,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
20,8,main,57,23,0.8337008999997124,['n'],0,left,['3'],4,0.44992610000008426,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
21,8,main,64,16,1.166733199999726,['n'],0,left,['3'],4,1.8893428999999742,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
22,8,main,31,49,0.4836215000004813,['n'],1,right,['2'],5,0.3072394999999233,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
23,8,main,57,23,0.25064580000071146,['n'],0,left,['2'],5,0.6053570000003674,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
24,8,main,64,16,0.3832575000005818,['n'],0,left,['2'],5,0.3582264999995459,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
25,8,main,64,16,0.5675407999997333,['n'],0,left,['2'],5,1.521597500000098,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
26,8,main,64,16,0.41637809999974706,['n'],0,left,['2'],5,1.3966436000000613,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
27,8,main,57,23,0.3836406000000352,['n'],0,left,['2'],5,0.8616932999993878,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
28,8,main,57,23,0.2998938000000635,['n'],0,left,['2'],5,1.5192198999993707,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
29,8,main,23,57,0.5170250000001033,['n'],1,right,['2'],5,0.44600220000029367,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
30,8,main,49,31,0.21678940000037983,['n'],0,left,['2'],5,1.8274382999998124,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
31,8,main,16,64,0.4171753999999055,['n'],1,right,['1'],6,0.3297253000000637,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
32,8,main,23,57,0.18378860000029817,['n'],1,right,['1'],6,0.3408245000000534,-99,-99,57,medium,minus,letter,alpha,6,19,V,R,
33,8,main,64,16,0.4167218000002322,['n'],0,left,['1'],6,0.37485389999983454,-99,-99,64,easy,minus,letter,alpha,6,19,V,R,
34,8,main,31,49,0.3338909000003696,['n'],1,right,['1'],6,1.3229277000000366,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
35,8,main,49,31,0.40022599999974773,['n'],0,left,['1'],6,0.19851900000048772,-99,-99,49,hard,minus,letter,alpha,6,19,V,R,
